,Ensembl,Symbol,s28mo_C_F-s06mo_C_F_logFC,s28mo_C_F-s06mo_C_F_logCPM,s28mo_C_F-s06mo_C_F_LR,s28mo_C_F-s06mo_C_F_PValue,s28mo_C_F-s06mo_C_F_FDR,s28mo_C_F-s06mo_C_F_Status,Description
10059,ENSMUSG00000048007,Timm8a1,0.1434657457,2.97498238,0.4745864897387,0.490884701351006,0.8096061737271045,NA,translocase of inner mitochondrial membrane 8A1
11314,ENSMUSG00000059588,Calcrl,0.1378910104,3.01096613,0.4743197567889,0.49100656211543425,0.8096061737271045,NA,calcitonin receptor-like
12343,ENSMUSG00000074211,Sdhaf1,-0.1105925015,4.01101904,0.4745440127593,0.490904104185959,0.8096061737271045,NA,succinate dehydrogenase complex assembly factor 1
13389,ENSMUSG00000097125,Gm26885,-0.2125876919,0.94727586,0.4751782616274,0.49061452209449463,0.8096061737271045,NA,"predicted gene, 26885"
13891,ENSMUSG00000107470,Gm3375,-0.0984091135,4.59687426,0.4748019266101,0.49078631279215734,0.8096061737271045,NA,predicted gene 3375
7818,ENSMUSG00000036862,Dchs1,-0.1427258959,2.58663717,0.4740008218783,0.49115233842307826,0.8096568463554534,NA,dachsous cadherin related 1
4012,ENSMUSG00000025959,Klf7,-0.1651678481,3.41782585,0.4737374548515,0.49127277069627207,0.8097623864215162,NA,Kruppel-like factor 7 (ubiquitous)
6307,ENSMUSG00000031545,Gpat4,-0.1006803132,5.70732396,0.4732992882484,0.49147324454592,0.8099068333666264,NA,glycerol-3-phosphate acyltransferase 4
12570,ENSMUSG00000078816,Prkcg,0.2674378056,0.50352793,0.473323717351,0.4914620639291498,0.8099068333666264,NA,"protein kinase C, gamma"
9009,ENSMUSG00000041119,Pde9a,0.2597528833,0.22892938,0.4727107929099,0.491742713352034,0.810257879955056,NA,phosphodiesterase 9A
7304,ENSMUSG00000034617,Mtrr,-0.0968494109,4.60286277,0.472341089332,0.49191212497329995,0.8104439979331712,NA,5-methyltetrahydrofolate-homocysteine methyltransferase reductase
12851,ENSMUSG00000085342,Gm12254,-0.1791781779,1.65553434,0.4717560199737,0.49218042460157746,0.8107864397419791,NA,predicted gene 12254
13500,ENSMUSG00000097761,4930534D22Rik,0.2611549206,0.1348631,0.4716415691263,0.4922329378161858,0.8107864397419791,NA,RIKEN cDNA 4930534D22 gene
659,ENSMUSG00000005371,Fbxo11,-0.0997398783,4.92462281,0.4703477647852,0.49282722398762513,0.8110208414928761,NA,F-box protein 11
1077,ENSMUSG00000012535,Tnpo3,-0.0995778644,5.68103177,0.4706781421129,0.4926753568073931,0.8110208414928761,NA,transportin 3
5292,ENSMUSG00000028945,Rheb,-0.0998954309,6.14176434,0.4705590158845,0.4927301074724332,0.8110208414928761,NA,Ras homolog enriched in brain
7575,ENSMUSG00000035778,Ggta1,0.1556538639,2.95813637,0.4708324846894,0.49260443578609536,0.8110208414928761,NA,"glycoprotein galactosyltransferase alpha 1, 3"
9520,ENSMUSG00000043895,S1pr2,-0.2137787336,1.17496833,0.4708720333041,0.4925862657937884,0.8110208414928761,NA,sphingosine-1-phosphate receptor 2
9688,ENSMUSG00000045107,Saysd1,-0.1315068585,2.84877613,0.4709981327169,0.4925283388848079,0.8110208414928761,NA,SAYSVFN motif domain containing 1
9819,ENSMUSG00000046191,Pcdhb20,-0.2544778667,-0.01042427,0.4710368473628,0.492510556635608,0.8110208414928761,NA,protocadherin beta 20
9999,ENSMUSG00000047557,Lxn,0.2773273204,-0.03630092,0.4703941446747,0.4928058994426575,0.8110208414928761,NA,latexin
5698,ENSMUSG00000029838,Ptn,0.2679171629,0.42625292,0.4701237588402,0.4929302392063497,0.8110669832778857,NA,pleiotrophin
11453,ENSMUSG00000061118,Dnajc30,0.1076917694,4.58852768,0.4700410940789,0.4929682639567784,0.8110669832778857,NA,DnaJ heat shock protein family (Hsp40) member C30
4369,ENSMUSG00000026799,Med27,0.1216079458,3.11827576,0.4698526348631,0.49305497120536423,0.8111166756421044,NA,mediator complex subunit 27
7179,ENSMUSG00000034163,Zfc3h1,0.1116757358,4.31336296,0.4694766805131,0.49322801852117143,0.8112857738414291,NA,"zinc finger, C3H1-type containing"
10600,ENSMUSG00000052456,Get3,0.1081847249,5.39156624,0.4693837847144,0.493270793039916,0.8112857738414291,NA,"guided entry of tail-anchored proteins factor 3, ATPase"
3851,ENSMUSG00000025487,Psmd13,0.098731584,6.12036221,0.4690544002407,0.4934225105581263,0.8113214281589289,NA,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 13"
4721,ENSMUSG00000027642,Rpn2,0.1129137502,6.09440619,0.4682331289637,0.4938011367345568,0.8113214281589289,NA,ribophorin II
5288,ENSMUSG00000028936,Rpl22,-0.1000716571,6.85895004,0.4682610386858,0.49378826166822126,0.8113214281589289,NA,ribosomal protein L22
5637,ENSMUSG00000029673,Auts2,-0.1590495937,3.09146083,0.4684065540383,0.49372114293639024,0.8113214281589289,NA,autism susceptibility candidate 2
7489,ENSMUSG00000035357,Pdzrn3,-0.1297125767,7.12228191,0.4690786271787,0.4934113487416277,0.8113214281589289,NA,PDZ domain containing RING finger 3
11537,ENSMUSG00000062075,Lmnb2,0.150917208,2.28998367,0.4684366004444,0.49370728598483016,0.8113214281589289,NA,lamin B2
12483,ENSMUSG00000075701,Selenos,0.0984960428,4.37340189,0.4683668152242,0.4937394708834725,0.8113214281589289,NA,selenoprotein S
13036,ENSMUSG00000087412,Gm15501,0.1390935285,2.87186211,0.4686332977494,0.4936165882560842,0.8113214281589289,NA,predicted pseudogene 15501
13076,ENSMUSG00000089704,Galnt2,-0.1033319328,6.7421368,0.4688625850511,0.4935108984588273,0.8113214281589289,NA,polypeptide N-acetylgalactosaminyltransferase 2
2959,ENSMUSG00000022757,Tfg,-0.097511553,5.16374706,0.4671725808901,0.4942907972967999,0.8114260021161624,NA,Trk-fused gene
3259,ENSMUSG00000024078,Ttc27,0.1159517973,3.49789717,0.4665046175864,0.49459961814813097,0.8114260021161624,NA,tetratricopeptide repeat domain 27
3593,ENSMUSG00000024896,Minpp1,-0.1038703147,4.34739314,0.4675724999188,0.4941060568904472,0.8114260021161624,NA,multiple inositol polyphosphate histidine phosphatase 1
3778,ENSMUSG00000025280,Polr3a,-0.1189569906,3.33964546,0.46748468132,0.4941466142748486,0.8114260021161624,NA,polymerase (RNA) III (DNA directed) polypeptide A
4875,ENSMUSG00000028030,Tbck,0.1390635036,3.20646334,0.4667768962026,0.49447369588510287,0.8114260021161624,NA,TBC1 domain containing kinase
5849,ENSMUSG00000030327,Necap1,0.1117072632,3.58217068,0.4667725699854,0.4944756962345228,0.8114260021161624,NA,NECAP endocytosis associated 1
5908,ENSMUSG00000030528,Blm,0.2256390639,0.8164111,0.467086974421,0.4943303578113909,0.8114260021161624,NA,"Bloom syndrome, RecQ like helicase"
5967,ENSMUSG00000030672,Mylpf,-0.1567202272,12.61522789,0.4677512856501,0.4940235053004086,0.8114260021161624,NA,"myosin light chain, phosphorylatable, fast skeletal muscle"
8976,ENSMUSG00000040928,S100pbp,-0.1566440576,2.26855907,0.4679285116606,0.49394169673858135,0.8114260021161624,NA,S100P binding protein
10997,ENSMUSG00000056267,Cep70,-0.1889402121,1.32810682,0.4666859097203,0.49451576893480625,0.8114260021161624,NA,centrosomal protein 70
11712,ENSMUSG00000063884,Ptcd3,0.0987283337,5.58390696,0.4671142503098,0.494317752483442,0.8114260021161624,NA,pentatricopeptide repeat domain 3
11873,ENSMUSG00000067365,Tmem128,0.1706743577,1.96597675,0.4666268169499,0.4945430972387575,0.8114260021161624,NA,transmembrane protein 128
12210,ENSMUSG00000072720,Myo18b,0.1392645637,9.59593927,0.4669955552291,0.49437261037808927,0.8114260021161624,NA,myosin XVIIIb
3976,ENSMUSG00000025875,Tspan17,-0.1236209262,3.45042623,0.4663207753183,0.49468467122437737,0.8114727980146197,NA,tetraspanin 17
9583,ENSMUSG00000044339,Alkbh2,0.2787452864,-0.37671967,0.4661156534355,0.4947795981566785,0.8115357782837204,NA,"alkB homolog 2, alpha-ketoglutarate-dependent dioxygenase"
1254,ENSMUSG00000015672,Mrpl32,-0.1006748609,4.24629604,0.4653650353433,0.4951272327460307,0.8117349732833795,NA,mitochondrial ribosomal protein L32
3241,ENSMUSG00000024050,Wiz,-0.0986348304,4.62842635,0.465500172352,0.49506461627871823,0.8117349732833795,NA,widely-interspaced zinc finger motifs
6254,ENSMUSG00000031434,Morc4,0.1599393499,2.17440002,0.4654804608716,0.4950737488705037,0.8117349732833795,NA,microrchidia 4
14129,ENSMUSG00000113170,Gm36839,-0.2971925979,-0.47023386,0.4656763147052,0.4949830197549138,0.8117349732833795,NA,"predicted gene, 36839"
12725,ENSMUSG00000081272,Ap2m1-ps,-0.1994044968,1.40146082,0.4649013158498,0.4953422010317758,0.8119946666451,NA,"adaptor-related protein complex 2, mu 1 subunit, pseudogene"
2448,ENSMUSG00000021595,Nsun2,0.1042178176,5.91173751,0.4643798674127,0.49558411863060214,0.8122984725898944,NA,NOL1/NOP2/Sun domain family member 2
581,ENSMUSG00000004591,Pkn2,-0.0981105184,5.52067654,0.4634124154933,0.496033479644325,0.8129201895276069,NA,protein kinase N2
7395,ENSMUSG00000034949,Zfr2,0.1915625476,1.48548811,0.4633194672515,0.49607668828016965,0.8129201895276069,NA,zinc finger RNA binding protein 2
12344,ENSMUSG00000074212,Dnajb14,-0.1180440824,4.04905262,0.4631187582144,0.4961700130675824,0.8129803147568938,NA,DnaJ heat shock protein family (Hsp40) member B14
949,ENSMUSG00000009079,Ewsr1,0.104753049,6.19930111,0.4610025511892,0.49715580195775955,0.8130515970944475,NA,Ewing sarcoma breakpoint region 1
2118,ENSMUSG00000020802,Ube2o,0.1323891406,5.69744976,0.4620643627557,0.496660767641719,0.8130515970944475,NA,ubiquitin-conjugating enzyme E2O
2340,ENSMUSG00000021285,Ppp1r13b,0.1327677614,3.40511109,0.4611222088905,0.49709997390826766,0.8130515970944475,NA,"protein phosphatase 1, regulatory subunit 13B"
3026,ENSMUSG00000022894,Adamts5,0.1260537458,3.93953579,0.4613943281446,0.49697305208515075,0.8130515970944475,NA,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggre"
3676,ENSMUSG00000025075,Habp2,0.1201232207,5.09794335,0.4617137399025,0.49682414186244744,0.8130515970944475,NA,hyaluronic acid binding protein 2
4313,ENSMUSG00000026672,Optn,-0.103841792,6.43169845,0.4622833837813,0.4965587598370253,0.8130515970944475,NA,optineurin
6858,ENSMUSG00000032815,Fanca,-0.29251514,-0.24296663,0.4605040413368,0.497388502985416,0.8130515970944475,NA,"Fanconi anemia, complementation group A"
6904,ENSMUSG00000033009,Ogfod1,-0.1010119827,5.04595504,0.4615186440022,0.49691508690136815,0.8130515970944475,NA,2-oxoglutarate and iron-dependent oxygenase domain containing 1
7073,ENSMUSG00000033717,Adra2a,0.2712575777,-0.3461983,0.4622933626102,0.49655411309554126,0.8130515970944475,NA,"adrenergic receptor, alpha 2a"
7117,ENSMUSG00000033910,Gucy1a1,0.1581181905,2.42806545,0.4605072941441,0.49738698400081055,0.8130515970944475,NA,"guanylate cyclase 1, soluble, alpha 1"
7566,ENSMUSG00000035754,Wdr18,-0.0937984035,5.16612797,0.4617701229141,0.4967978638392668,0.8130515970944475,NA,WD repeat domain 18
7587,ENSMUSG00000035842,Ddx11,0.2478765194,0.17751786,0.46263366494,0.49639569179104853,0.8130515970944475,NA,DEAD/H box helicase 11
7928,ENSMUSG00000037253,Mex3c,-0.124951711,3.39907955,0.4609977431981,0.49715804541749126,0.8130515970944475,NA,mex3 RNA binding family member C
8952,ENSMUSG00000040818,Dennd6a,0.1228416005,3.22816892,0.4609716627743,0.4971702151181549,0.8130515970944475,NA,DENN/MADD domain containing 6A
9456,ENSMUSG00000043262,Uevld,-0.1194675648,3.37594715,0.4616059750241,0.49687437358707925,0.8130515970944475,NA,UEV and lactate/malate dehyrogenase domains
10164,ENSMUSG00000048779,P2ry6,0.2383076395,0.95176992,0.4605544088875,0.4973649834006705,0.8130515970944475,NA,"pyrimidinergic receptor P2Y, G-protein coupled, 6"
11129,ENSMUSG00000057554,Lgals8,-0.1048544459,4.70200649,0.4605167245827,0.4973825802517358,0.8130515970944475,NA,"lectin, galactose binding, soluble 8"
11464,ENSMUSG00000061244,Exoc5,-0.094876444,4.89324007,0.4604731378792,0.49740293456519946,0.8130515970944475,NA,exocyst complex component 5
12477,ENSMUSG00000075591,Gm10874,0.1119822387,5.2100414,0.4627308548026,0.49635046253601234,0.8130515970944475,NA,predicted gene 10874
12618,ENSMUSG00000079084,Ccdc82,0.1183739128,3.28159608,0.4610888930632,0.4971155168311997,0.8130515970944475,NA,coiled-coil domain containing 82
13580,ENSMUSG00000099843,Gm7160,0.2207968555,0.96857287,0.4606900363861,0.49730166024765055,0.8130515970944475,NA,predicted gene 7160
6646,ENSMUSG00000032306,Mpi,0.1044312659,5.7122791,0.4603173492689,0.4974756969291618,0.8130779493815459,NA,mannose phosphate isomerase
3974,ENSMUSG00000025872,Thoc3,-0.1070606636,3.82998339,0.460037536561,0.4976064309389599,0.8131064674022505,NA,THO complex 3
7777,ENSMUSG00000036667,Tcaf1,0.167640585,2.57814312,0.4601087790655,0.49757313952965826,0.8131064674022505,NA,TRPM8 channel-associated factor 1
9970,ENSMUSG00000047368,Abhd17b,0.1044469149,4.0632542,0.4597232157776,0.49775335704846463,0.8131614248811551,NA,abhydrolase domain containing 17B
13234,ENSMUSG00000092203,1110038B12Rik,-0.1774590646,2.20008394,0.4597370338418,0.4977468963918021,0.8131614248811551,NA,RIKEN cDNA 1110038B12 gene
1884,ENSMUSG00000020319,Wdpcp,0.208571613,1.0281177,0.4595091287786,0.49785347185901896,0.8132324292826829,NA,WD repeat containing planar cell polarity effector
2006,ENSMUSG00000020577,Tspan13,0.1137985166,4.04037246,0.4592049064153,0.4979957957875432,0.8133218670819419,NA,tetraspanin 13
3519,ENSMUSG00000024732,Ccdc86,-0.1125496921,4.34458802,0.4591498922258,0.4980215403448463,0.8133218670819419,NA,coiled-coil domain containing 86
2215,ENSMUSG00000021012,Zc3h14,-0.0934720849,5.57016962,0.4586998303842,0.4982322367940342,0.8134120928287544,NA,zinc finger CCCH type containing 14
5510,ENSMUSG00000029407,Uso1,0.0999984425,6.61132475,0.4586687761964,0.49824678037222137,0.8134120928287544,NA,USO1 vesicle docking factor
11877,ENSMUSG00000067377,Tspan6,-0.2040824864,1.03109584,0.4586996098223,0.4982323400870494,0.8134120928287544,NA,tetraspanin 6
337,ENSMUSG00000002428,Hltf,0.2006111648,1.72987168,0.4583370206163,0.4984021959795982,0.813480787184438,NA,helicase-like transcription factor
406,ENSMUSG00000002963,Pnkp,-0.0954567427,4.65727306,0.4583654596961,0.4983888700751713,0.813480787184438,NA,polynucleotide kinase 3'- phosphatase
1075,ENSMUSG00000012483,Rpa3,-0.1806027194,1.63265252,0.4576956096854,0.4987029067657028,0.8135283166037187,NA,replication protein A3
2649,ENSMUSG00000022051,Bnip3l,-0.0990044099,5.7704611,0.4578812952815,0.4986158207605269,0.8135283166037187,NA,BCL2/adenovirus E1B interacting protein 3-like
5765,ENSMUSG00000030101,Sumf1,0.1151386816,3.79358525,0.4578275582839,0.49864102060901727,0.8135283166037187,NA,sulfatase modifying factor 1
8495,ENSMUSG00000039130,Zc3hc1,-0.1048347803,3.90308347,0.4576048451744,0.49874548442802186,0.8135283166037187,NA,"zinc finger, C3HC type 1"
9315,ENSMUSG00000042496,Prdm10,-0.1654992824,2.20078239,0.4578262181643,0.49864164908274655,0.8135283166037187,NA,PR domain containing 10
10225,ENSMUSG00000049287,Iba57,-0.1008555019,4.31189581,0.4575497151029,0.4987713489675603,0.8135283166037187,NA,"IBA57 homolog, iron-sulfur cluster assembly"
3385,ENSMUSG00000024360,Etf1,0.1012309439,7.04418173,0.4569856729249,0.4990361026426089,0.8138676725101853,NA,eukaryotic translation termination factor 1
4764,ENSMUSG00000027752,Exosc8,-0.1547198693,2.69040098,0.4566289475971,0.49920366754318574,0.8139560026786041,NA,exosome component 8
9946,ENSMUSG00000047180,Neurl3,0.2373598478,0.40846983,0.45668040021,0.49917949277911056,0.8139560026786041,NA,neuralized E3 ubiquitin protein ligase 3
439,ENSMUSG00000003200,Sh3gl1,0.1171354764,3.44104749,0.4546228484009,0.5001477734688571,0.8142428285296172,NA,SH3-domain GRB2-like 1
1407,ENSMUSG00000017740,Slc12a5,0.2906886404,0.19786966,0.4547694897249,0.500078658872679,0.8142428285296172,NA,"solute carrier family 12, member 5"
1987,ENSMUSG00000020530,Ggnbp2,0.1071764587,5.6822795,0.4527195823762,0.5010462894856302,0.8142428285296172,NA,gametogenetin binding protein 2
2851,ENSMUSG00000022508,Bcl6,0.1429004587,5.9710833,0.4527720428981,0.5010214865579349,0.8142428285296172,NA,B cell leukemia/lymphoma 6
3019,ENSMUSG00000022884,Eif4a2,-0.1163743093,8.49645011,0.4528859098859,0.5009676583115719,0.8142428285296172,NA,eukaryotic translation initiation factor 4A2
3883,ENSMUSG00000025578,Cbx8,-0.2057835405,1.13729558,0.4548620280128,0.5000350523167075,0.8142428285296172,NA,chromobox 8
4741,ENSMUSG00000027677,Ttc14,0.1036929936,4.40409774,0.4529609916783,0.5009321703366755,0.8142428285296172,NA,tetratricopeptide repeat domain 14
5089,ENSMUSG00000028495,Rps6,-0.1063119907,8.00161612,0.4544345516686,0.5002365447614476,0.8142428285296172,NA,ribosomal protein S6
5218,ENSMUSG00000028790,Khdrbs1,0.0975770428,5.08503299,0.4531954343358,0.5008213867470682,0.8142428285296172,NA,"KH domain containing, RNA binding, signal transduction associated 1"
5682,ENSMUSG00000029787,Avl9,0.1514867971,2.58793617,0.4540631827492,0.5004117026968954,0.8142428285296172,NA,AVL9 cell migration associated
6502,ENSMUSG00000031954,Cfdp1,0.1108249809,3.75021129,0.4548995973117,0.5000173504839561,0.8142428285296172,NA,craniofacial development protein 1
6586,ENSMUSG00000032135,Mcam,0.1189834454,4.20460266,0.452743992899,0.5010347481201722,0.8142428285296172,NA,melanoma cell adhesion molecule
7287,ENSMUSG00000034570,Inpp5j,-0.2446982711,1.24485779,0.4557249074254,0.49962875045713806,0.8142428285296172,NA,inositol polyphosphate 5-phosphatase J
7440,ENSMUSG00000035171,1110059E24Rik,0.1506629798,2.26315808,0.4540392029286,0.5004230164740677,0.8142428285296172,NA,RIKEN cDNA 1110059E24 gene
7631,ENSMUSG00000036040,Adamtsl2,0.2459975853,1.09592286,0.4548695081039,0.5000315277764545,0.8142428285296172,NA,ADAMTS-like 2
7907,ENSMUSG00000037174,Elf2,-0.0927222737,5.4251095,0.4540802935325,0.5004036300250628,0.8142428285296172,NA,E74-like factor 2
8015,ENSMUSG00000037563,Rps16,-0.1092057313,7.29966035,0.4527566172135,0.5010287794852589,0.8142428285296172,NA,ribosomal protein S16
9366,ENSMUSG00000042680,Garem1,0.1257925707,3.69235343,0.453041368614,0.5008941843082986,0.8142428285296172,NA,GRB2 associated regulator of MAPK1 subtype 1
9538,ENSMUSG00000044018,Mrpl50,0.0971964002,5.16183699,0.452645674053,0.501081236310041,0.8142428285296172,NA,mitochondrial ribosomal protein L50
9679,ENSMUSG00000045078,Rnf216,0.0982619998,4.81713112,0.4558073908051,0.4995899410401019,0.8142428285296172,NA,ring finger protein 216
10027,ENSMUSG00000047759,Hs3st3a1,-0.2913040921,-0.66268776,0.4557255676335,0.4996284398010527,0.8142428285296172,NA,heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1
10158,ENSMUSG00000048755,Mcat,-0.0997378905,4.54294497,0.4528995142227,0.5009612278022362,0.8142428285296172,NA,malonyl CoA:ACP acyltransferase (mitochondrial)
10577,ENSMUSG00000052299,Ltn1,-0.0949485425,5.29215635,0.4541614009446,0.5003653674845949,0.8142428285296172,NA,listerin E3 ubiquitin protein ligase 1
11338,ENSMUSG00000059857,Ntng1,0.3526153681,-0.48882003,0.453014757843,0.5009067599795998,0.8142428285296172,NA,netrin G1
11737,ENSMUSG00000064138,Fam172a,0.1193885449,3.60297404,0.4542793551149,0.5003097312976102,0.8142428285296172,NA,"family with sequence similarity 172, member A"
12666,ENSMUSG00000079477,Rab7,0.1282279402,7.98483927,0.4558595199316,0.49956541629861184,0.8142428285296172,NA,"RAB7, member RAS oncogene family"
12786,ENSMUSG00000084319,Tpt1-ps3,-0.1010920824,4.84940901,0.4548125536133,0.5000583651953545,0.8142428285296172,NA,"tumor protein, translationally-controlled, pseudogene 3"
12882,ENSMUSG00000085687,Gm16153,0.2555812047,0.24851312,0.4539276967173,0.5004756312666473,0.8142428285296172,NA,predicted gene 16153
13557,ENSMUSG00000098915,Rpl15-ps2,-0.1486588997,2.7859792,0.4531303765905,0.5008521249747588,0.8142428285296172,NA,"ribosomal protein L15, pseudogene 2"
13592,ENSMUSG00000100017,2410022M11Rik,0.2151288345,0.93915483,0.4536632980441,0.5006004267341057,0.8142428285296172,NA,RIKEN cDNA 2410022M11 gene
1634,ENSMUSG00000019763,Rmnd1,-0.108529844,4.76506064,0.4521117441297,0.5013338230139077,0.8145610672738705,NA,required for meiotic nuclear division 1 homolog
5281,ENSMUSG00000028920,Fbxo42,-0.1054997814,4.4164977500000004,0.4519579181116,0.5014066338133804,0.8145871693516382,NA,F-box protein 42
531,ENSMUSG00000004054,Map3k11,-0.1000840589,4.30100224,0.4516686145177,0.5015436192532492,0.8147175120946467,NA,mitogen-activated protein kinase kinase kinase 11
10186,ENSMUSG00000048924,Ccdc125,-0.3206229752,-0.82096711,0.4515153488965,0.5016162164337041,0.8147432435964951,NA,coiled-coil domain containing 125
10937,ENSMUSG00000055720,Ubl7,-0.0947151144,5.52263791,0.4513250420995,0.5017063837672151,0.8147975041269797,NA,ubiquitin-like 7 (bone marrow stromal cell-derived)
5394,ENSMUSG00000029134,Plb1,-0.278833366,-0.16097285,0.4508040493839,0.5019533712670609,0.8150142115754617,NA,phospholipase B1
11824,ENSMUSG00000066571,Garre1,0.0962602752,5.89879964,0.4508546635842,0.5019293674670272,0.8150142115754617,NA,granule associated Rac and RHOG effector 1
4924,ENSMUSG00000028124,Gclm,0.1165797137,4.29442684,0.4504843337243,0.5021050417089077,0.8151682734371601,NA,"glutamate-cysteine ligase, modifier subunit"
323,ENSMUSG00000002332,Dhrs1,-0.1033189827,4.55360886,0.449858497894,0.5024021591094044,0.8152515198480332,NA,dehydrogenase/reductase (SDR family) member 1
1029,ENSMUSG00000010608,Rbm25,0.1073804946,6.32153912,0.4493056561997,0.5026648716963031,0.8152515198480332,NA,RNA binding motif protein 25
2220,ENSMUSG00000021024,Psma6,-0.1051947187,6.53243077,0.4491764049926,0.5027263261719035,0.8152515198480332,NA,proteasome subunit alpha 6
3395,ENSMUSG00000024387,Csnk2b,-0.0950667092,5.74925211,0.4492091387956,0.5027107611699576,0.8152515198480332,NA,"casein kinase 2, beta polypeptide"
6397,ENSMUSG00000031736,Crnde,0.2756059708,-0.12409429,0.4489702545365,0.5028243701001852,0.8152515198480332,NA,colorectal neoplasia differentially expressed (non-protein coding)
7276,ENSMUSG00000034518,Hmgxb4,0.1306130144,2.92605872,0.4489549528547,0.5028316487891051,0.8152515198480332,NA,HMG box domain containing 4
7500,ENSMUSG00000035401,Emsy,0.099968173,4.21439921,0.4495470275387,0.5025501422708166,0.8152515198480332,NA,"EMSY, BRCA2-interacting transcriptional repressor"
11811,ENSMUSG00000066357,Wdr6,-0.1450046739,3.72245314,0.4491786362326,0.502725265185825,0.8152515198480332,NA,WD repeat domain 6
12377,ENSMUSG00000074576,Mocs3,0.1558096166,2.53352838,0.4492332300766,0.5026993062329723,0.8152515198480332,NA,molybdenum cofactor synthesis 3
12445,ENSMUSG00000075229,Ccdc58,-0.1315625212,2.97429272,0.4489419722583,0.5028378235273067,0.8152515198480332,NA,coiled-coil domain containing 58
13674,ENSMUSG00000102145,Gm38056,-0.1075735921,4.44647947,0.4494779029348,0.502582994244056,0.8152515198480332,NA,"predicted gene, 38056"
14220,ENSMUSG00000115867,Gm17753,-0.2378351315,0.61047608,0.449504627707,0.5025702926666025,0.8152515198480332,NA,"predicted gene, 17753"
2161,ENSMUSG00000020886,Dlg4,0.1910344905,1.52413826,0.4486675012072,0.5029684169161894,0.8152790904281729,NA,discs large MAGUK scaffold protein 4
7563,ENSMUSG00000035726,Supt16,0.1052006895,4.04795505,0.4487314592662,0.5029379804866653,0.8152790904281729,NA,"SPT16, facilitates chromatin remodeling subunit"
13093,ENSMUSG00000089824,Rbm12,0.1506855456,2.70545375,0.4482157930251,0.5031834658065917,0.815535582212219,NA,RNA binding motif protein 12
7718,ENSMUSG00000036432,Siah2,-0.1190045736,3.3980873,0.4479859898297,0.5032929305737839,0.8156209097298112,NA,siah E3 ubiquitin protein ligase 2
1017,ENSMUSG00000010362,Rdm1,-0.1107194229,4.18264944,0.4478663556263,0.5033499333853274,0.8156212093629501,NA,RAD52 motif 1
1591,ENSMUSG00000019303,Psmc3ip,0.181853713,1.44360715,0.4475765229172,0.5034880773923467,0.8157529741497898,NA,"proteasome (prosome, macropain) 26S subunit, ATPase 3, interacting protein"
4771,ENSMUSG00000027777,Schip1,-0.0998167403,5.46241753,0.4473820632338,0.5035807997098922,0.81581112513661,NA,schwannomin interacting protein 1
657,ENSMUSG00000005362,Crbn,0.1024374311,5.28517402,0.446698665164,0.5039068892784166,0.8161231688513345,NA,cereblon
8706,ENSMUSG00000039934,Gsap,0.2617611164,0.22831554,0.4462638897276,0.5041145341835446,0.8161231688513345,NA,gamma-secretase activating protein
11606,ENSMUSG00000062825,Actg1,-0.1271426688,7.23668153,0.4465489792956,0.5039783614201947,0.8161231688513345,NA,"actin, gamma, cytoplasmic 1"
11956,ENSMUSG00000068735,Trp53i11,-0.1872402234,2.39660424,0.4462912729098,0.5041014519017116,0.8161231688513345,NA,transformation related protein 53 inducible protein 11
12355,ENSMUSG00000074272,Ceacam1,0.1406261371,2.74896334,0.4463116215973,0.5040917307170232,0.8161231688513345,NA,carcinoembryonic antigen-related cell adhesion molecule 1
13515,ENSMUSG00000097836,Gm26903,0.3159059453,0.03457216,0.4463022598516,0.5040962030668487,0.8161231688513345,NA,"predicted gene, 26903"
4973,ENSMUSG00000028234,Rps20,-0.1046231158,7.60017723,0.4458834341231,0.5042963564678365,0.8161413976432688,NA,ribosomal protein S20
8633,ENSMUSG00000039656,Rxrb,0.0988490881,5.85388862,0.4460335269894,0.5042246126882909,0.8161413976432688,NA,retinoid X receptor beta
12527,ENSMUSG00000078515,Ddi2,0.1301812547,6.76903348,0.4458960825774,0.5042903098845456,0.8161413976432688,NA,DNA-damage inducible protein 2
11060,ENSMUSG00000056938,Acbd4,0.0987018813,4.50443569,0.4456017605623,0.504431042423577,0.8162673446049428,NA,acyl-Coenzyme A binding domain containing 4
8617,ENSMUSG00000039601,Rcan2,0.1568214305,5.2501479,0.4450465518034,0.5046967031554475,0.816605181897706,NA,regulator of calcineurin 2
4618,ENSMUSG00000027394,Ttl,-0.1123490196,3.91852716,0.444617883085,0.5049019798613367,0.81684525199025,NA,tubulin tyrosine ligase
12425,ENSMUSG00000074896,Ifit3,0.2560183827,1.84270868,0.4443453535885,0.5050325604814733,0.8169644360729715,NA,interferon-induced protein with tetratricopeptide repeats 3
4460,ENSMUSG00000027001,Dusp19,-0.1719915264,2.31720439,0.4435161064225,0.5054302445457379,0.817239373783968,NA,dual specificity phosphatase 19
6850,ENSMUSG00000032777,Gtf3c1,-0.0983086621,5.90176997,0.4435268545185,0.505425086623314,0.817239373783968,NA,general transcription factor III C 1
7707,ENSMUSG00000036377,Cracd,-0.2436635183,0.92249087,0.4435758195509,0.5054015898505667,0.817239373783968,NA,capping protein inhibiting regulator of actin
